name,line
Jerry, Was I one of those guys?
Beth, The difference is you didn't disappear afterwards.
Jerry, Well... I got you pregnant.
Beth, Yeah...
Rick, What the hell happened to this place?
Beth," Uh, your Meeseeks box happened. They went crazy when they couldn't take two strokes off Jerry's golf game. He felt terrible."
Rick," Hey, it's not my fault that Jerry's an idiot."
Beth, Dad! Is there anything you can do to clean this place up?
Rick," Well, you know, I do have a Fleeseeks box."
Jerry, No. No more boxes.
Rick," What? It just has a mop and some floor wax in it. Wubba lubba dub dubs! (Everyone laughs) Yeah! That's my new thing! I'm kind of like what's his name Arsenio. Isn't that it's what Arsenio used to say on his show. Wobble gobba lop bops! Right? See you next week, everybody."
Beth, I don't get it.
in," Article stubs, Rick and Morty Transcripts"
Rick and Morty, Season: 1 Episode: 6
Previous transcript,	Next transcript:
Principal Vagina," (over the intercom, while the students talk) Principal Vagina here, don't let the name fool you, I'm very much in charge, reminding you that tonight is our annual flu season dance. I don't know how many times I have to say this but if you have the flu, stay home, the flu season dance is about awareness, not celebration. You don't bring dead babies to Passover."
s friend, (to Jessica) Hey.
Morty," Ohhh. Okay, here we go. * walks over to Jessica and her friends* (Nervously) H-Heyy Jessica, ughh."
Jessica, What's up Morty? *sneezes*
Morty, Ugghh
Brad, *butts in* What are you doing?
Morty, Ummm
Brad," Wait, wait, Were you about to talk... to her?"
Morty," Well, I mean, I was thinking about it."
Brad," Dude, Stay in your league! Look at how hot she is! You don't see me going to a bigger school, in a wealthier district and hittin' on their prettiest girl!"
Jessica," (sarcastically) Gee, thanks, Brad."
Brad," I throw balls far. You want good words, date a languager."
Jerry," Eh, Try not to worry about it, Morty. You're a good kid, and there's not a premium on that right now, but you'll be getting girls sometime after Brad's out of shape."
Morty," (Plays with a cookie in sadness) You're missing the point, Dad. I don't want girls, I want Jessica!"
Jerry," Ahhh, well, (gets another jar of sauce out of the cupboard) I remember feeling that way about a young lady named your mom, and that's not an urban dis, your mom was my Jessica. I remember the first time I saw her, I thought..."
Rick," (enters and interrupts Jerry) I should get her pregnant, then she'll have to marry me. (grabs a glass from a cupboard)"
Jerry," I beg your pardon, Rick, INAPPROPRIATE. (points to Morty)"
Rick," (grabs ice from out of the freezer)(sarcastically) Sorry, please proceed with your story about banging my daughter in high school. (gets juice out of the refrigerator) I'm not sure you want to take romantic advice from this guy, Morty, his marriage is hanging from a thread."
Jerry," (Angrily) My marriage is fine, thank you."
Rick," Jerry, it's your house, whatever you say it is is how it is, (pours juice into the glass) but I think a blind man could see that Beth is looking for the door. I barely have a reason to care and even I noticed."
Morty," Come on, Rick, don't talk about my parents like that."
Rick," Listen, Morty, I hate to break it to you, but what people call ""love"" is a chemical reaction that compels animals to breed. It hits hard, Morty, then it slowly fades, leaving you stranded in a failing marriage. I did it, your parents are gonna do it. Break the cycle, Morty. Rise above. Focus on science. (exits room, drinking juice)"
Morty," (In woe) Alright, well, I'm gonna go get dressed for the dance. (exits kitchen)"
Jerry," Yeah, I'm just going to...check on your mom. (exits opposite direction)"
Rick," (With his back to Morty) Morty, hand me that screwdriver, huh? *Morty closes door* I'm almost finished making my ionic defibulizer, Morty. It's gonna be great."
Morty," Hey, listen, Rick. You know how you said that, you know... love is a chemical and all that stuff from earlier? (walks to Rick at his desk) Well, I was thinkn', you know, www... could you make some sort of chemical thing happen inside of Jessica's mind, you know, so where she falls in love with me and all that sort of thing, you know, like maybe make some sort of love potion or something?"
Rick," Morty, that's such a poor use of my time, it's beneath me. Hand me the screwdriver. (points to the shelf)"
Morty," (Angrily) YOU KNOW WHAT, NO RICK! I'M NOT GONNA HAND YOU THE SCREWDRIVER! Uh, I'm never gonna hand you anything ever again, Rick. (Rick gets up and grabs a box of supplies from the shelf) I'm always helping you with this and that and the other thing. Www...what about me, Rick? Www... why can't you just help me out once, once, for once?"
Rick," *sighs* You're growing up fast, Morty. You're growing into a real big thorn straight up into my ass! (grabs some test tubes with yellow liquid and holds one up) Listen, this is called oxytocin. I extracted it from a vole. You know what a VOLE is, Morty, you know what a vole is?"
Rick," It's a, it's a rodent that mates for life, Morty. This is the chemical release in the mammal's brain, (sets down the box of objects, opens a hatch in a machine, and pours the oxytocin in) ...that makes it fall in love. Alright Morty, I just gotta *burps* combine it with some of your DNA."
Morty," Oh well, okay... (zips down his fly)"
Rick," A hair, Morty, I need one of your hairs! This isn't Game Of Thrones. (plucks hair from Morty's head)"
Morty, Oww!
Rick," (grabs the flask containing the orange liquid) Alright, Morty, whoever you smear this stuff on will fall in love with you, and only you, forever. Ya happy now, Morty?"
Morty," Heck yeah! Thank you, Grandpa Rick! (walks to the door, but thinks about it and looks back) Hey there's no dangers or anything or side effects, right?"
Rick," Www.. what am I, a hack?! Go nuts, Morty, it's full proof."
Rick," Ugh, unless she has the flu. (shrugs it off)"
Jerry," Beth, do you still love me?"
Beth, *sighs* Want kinda question is that?
Jerry," The ""yes"" or ""no"" kind. *weak laugh of obviousness*"
Beth," Jerry, do you want homeless people to have homes?"
Jerry, Yess.
Beth, Are you gonna build them?
Jerry, Noo.
Beth," Then what good was the ""yes""?"
Jerry," (walks to Beth at the computer)(confused) Wait, iii... is loving me the house or the homeless people?"
Beth," (Turns around to Jerry)(Irritated) Loving you is work, Jerry, hard work, like building a homeless shelter. Nobody want to say ""no"" to doing it, but some people put the work in. So what do ya say? Do you see me working here? Does this conversation seem tedious to me?"
Jerry, Sort of.
Beth," But I obviously sort of love you, don't I? *alert on Beth's phone* So stop asking and maybe I'll love you more. (looks at her phone) Crap, They need me at the horse hospital."
Jerry, This late?
Beth," (puts on her jacket) The racetrack had a starlit derby, there's a seven horse collision, and Davin's there alone. (leaves the room, leaving Jerry alone)"
Jerry," (In his head)(Progressively angrier) *Davin, Davin, Davin, Davin, Davin, Davin, Davin, Davin*"
 MC Haps," (Background) Flu. Yo, you gotta be aware. Aware about the flu, up in the air. Imma get me a shot and make the flu go away. Flu hatin' rappers just rappin' away. Yo. Yo. Flu hatin' rapper. It's a flu hatin' rap....This is about flu awareness. Gotta be aware of the flu in the airness. Yo, I'm a flu hatin' rapper. My name is MC Haaaaaaaaaaps- Haps Yeah, I'm MC Haps, I'm a flu hatin' rapper, yo......"
Morty," Hey there, Jessica. (Pretends to trip, wiping the potion on Jessica's arm) Whooa-whoopsie!"
Jessica,"(infected) Omigod, Morty. You look REALLY nice tonight."
Morty," WOW, thanks!"
Jessica,"(infected) I love you, Morty. I love you so much it burns!"
Morty," Oh man. I love you too, Jessica! (Brad walks passed with a drink, he overhears)"
Brad," (outraged) *spits* Is this punk bothering you, Jessica?(shoves Morty)"
Jessica," (Infected) LEAVE HIM ALONE, JERK! (pulls Morty away) I'M IN LOVE WITH HIM! HE'S MORE MAN THEN YOU WILL EVER BE! *sneezes*"
Brad," (infected) Aw man, Morty, ugh, I'm really sorry."
Morty," Oh, well, no problem Brad."
Brad," (hugs Morty)(infected) There's somethin' special bout you, somethin' special. (squeezes Morty's butt and back)"
Morty," (pushes Brad away) Whoa, take it easy!"
Jessica, (grabs Morty's left arm)(infected) GET YOUR HANDS OFF OF HIM!
Brad, (grabs Morty's right arm)(infected) BACK OFF I'M TRYING TO BE WITH MY MAN!
Principal Vagina," (Stops the fight, pulling Brad back, aided with Mr. Goldenfold) That's enough Bradley. We don't want you injuring your ball-throwing arm."
Brad," (disappointment)(infected) Oh, Principal Vagina."
Jessica," (infected) Never leave me, Morty, NEVER."
Morty," (confused) Uh, sure. I mean, of course not. What do you think that was all about?"
Jessica, (infected) Who cares? Just hold me.
Brad," (infected) LET ME GO!!! I LOVE YOU MORTY! *sneeze, sneeze* (exits the gym)"
Jerry, She’s gonna be alone with that guy all night.
Summer," Yeah, dad, digging around the insides of horses. It’s not a very romantic setting."
Rick," Well, Summer, there’s always the possibility that she made the whole work thing up."
Summer," Grandpa, so gross! You’re talking about my mom."
Rick," Well, she’s my daughter, Summer."
Jerry, She’s not responding to my texts!
Summer," Careful, dad."
Jerry," Well, isn’t that convenient?"
Rick," Not for the men they cheat on, no."
Jerry," Okay, I’m… going to go out… for some ice cream. And maybe stop by the hospital… to support my wife… with my confidence."
Summer," God, grandpa, you’re such a dick."
Rick," I’m sorry, Summer. Your opinion means very little to me. How come you’re not at this stupid dance everyone loves so much?"
Summer, Screw that. I don’t want to get sick. It’s flu season.
Rick, It is?
Summer, Yeah.
Rick, Uh-oh.
Morty, Please just let this work out.
Morty, Um… can we maybe go somewhere more private?
Morty," Oh, crap."
Rick," Morty, come on!"
Morty, [wails] are you okay?
Morty, I’m fine!
Rick," I didn’t realize when I gave you that serum that Jessica had the flu you know, t-t-t-t-t-t-t-that might have been valuable information for me, Morty."
Morty," What the hell is going on, Rick?"
Rick," What does it look like? T-t-t-the serum is piggybacking on the virus. It’s gone airborne, Morty."
Morty," Oh, crap. What are we gonna do, Rick?"
Rick," It’s gonna be fine, Morty, relax. I whipped up and antidote. It’s based on praying-mantis dna. You know, praying mantises are the exact opposite of voles, Morty."
Rick," Okay, well, sometimes, science is more art than science, Morty."
Jerry, [gasps]
Jerry, Nobody’s killing me until after I catch my wife with another man.
Summer, [groans] Come on.
Summer, What the hell?
Summer, [screams]
Morty," Oh, my god, Rick."
Rick," Yeah, it’s pretty wild how fast that spread."
Morty, Outdone yourself?!
Rick," Yeah, I don’t know what I was thinking."
Morty," I don’t that doesn’t make any sense, Rick."
Morty," What, Morty, you want me to show you my math?"
Beth," Yes, it’s satisfying work."
Beth," Hmm, uh, what are you doing?"
Beth," Oh, ha, um, hey, I b I’d better get going."
Beth," What is it, davin?"
Beth, What?!
Beth," Let go of me, davin!"
Jerry, [grunts] You’re not Morty.
Jerry, No.
Jerry," [grunting] Yeah? Well, look where being smart got you."
Beth, Jerry! Thank god!
Jerry, God?
Beth," Thank you, Jerry."
Rick," Take a good look down there, Morty, and soak it in, because, you know, once I pull this lever, it’s all back to normal."
Morty, Just do it already.
Rick," Well, technically, Morty, there’s no rush."
Morty," That’s it, Rick!"
Rick," W-what do we have here, Morty?"
Morty," Oh, Rick, something’s not right."
Rick," [sighs] Yeah, you."
Morty," No, no!"
Rick," Bet you’re loving this, Morty."
Jerry, Hold on.
Beth, [whimpers]
Jerry, I wish that shotgun was my pen1s.
Beth," If it were, you could call me ernest hemingway."
Jerry," I don’t get it, and I don’t need to."
Summer, Mom! Dad!
Both, Summer!
Beth, [sighs]
Jerry, Where’s Morty?
Summer, I don’t know.
Jerry," It’s not fair to assume that, Summer."
Beth," Oh, not fair?"
Summer, Tchoo.
Rick," Boy, Morty, I really cronenberged the world up, didn’t i?"
Morty," Oh, my god!"
Rick, Me irresponsible?!
Morty," All right, fine."
Morty," All right, all right, Morty."
Morty," Wow, Rick, I got to say you really pulled a rabbit out of your hat this time."
Rick," Come on, Morty."
Morty," Sure thing, Rick."
Rick," All right, Morty."
Morty," Oh, my god, Rick!"
Rick," Calm down, Morty!"
Morty," No, I can’t deal with this!"
Rick," Calm yourself, Morty."
Morty," I can’t deal with this, Rick!"
Rick," Calm down, Morty."
Morty, This can’t be real!
Rick," You got to calm down, Morty."
Morty, W-w-w-w-we’re ripped apart!
Rick, Shut up and listen to me!
Morty, This is insane.
Rick," Look, Morty, I’ll grab myself, you grab yourself, okay?"
Morty," Rick, what about the reality we left behind?"
Rick," What about the reality where hitler cured cancer, Morty?"
Summer," You know, the thing about a shark… he’s got lifeless eyes… black eyes, like a doll’s eyes. When he comes at ya, he doesn’t seem to be living until he bites ya, and then the the blood, and the red, and the water…"
Jerry, [sighs] You ever wonder what happened to Rick and Morty?
Beth," Sometimes. But, I’m ashamed to admit, now that they’re gone, I’m finally happy."
Rick," Here we are, cronenberg Morty a reality where everyone in the world got genetically cronenberged."
Morty," Yeah, Cronenberg Rick, but, you know, I’m gonna miss cronenberg world, because everyone was cronenberged all along like us from the beginning, you know?"
Cronenberg Rick," Don’t you worry about that sort of thing, Cronenberg Morty. Let’s go make ourselves at home, huh?"
in," Article stubs, Rick and Morty Transcripts"
Rick and Morty, Season: 1 Episode: 8
Previous transcript,	Next transcript:
Jerry," Oh, my God! No, no…!"
Summer, I told you!
Beth, Hold on.
Summer, What?
Jerry, Yes!
Beth, Called it.
Summer, Why would he choose Veronica?
Jerry, Because he loves her?
Rick," Well if it’s any consolation, Summer, none of it mattered, and the entire show is stupid."
Jerry," Okay, I’ve got an idea, Rick: you show us your concept of ""good TV"", and we’ll crap all over that."
Rick," [stands, walking to the TV] I thought you’d never ask."
Jerry, Hey!
Morty," Oh, cool! Is that crystallized Zanthonite? It conducts electrons across dimensions."
Rick," [working on the cable box] 20% accurate, as usual, [snatching the remote from Morty] Morty. [reconnecting the cable box as the TV buffers] The important thing being I just upgraded our cable package with programming from every conceivable reality."
Jerry," Wait, does that mean we get Showtime Extreme?"
Rick, How about Showtime Extreme in a world where man evolved from corn? [turns on TV]
Summer, Boring.
Rick," Summer, [belch] you just spent [belch] three months watching a man choose a fake wife."
Jerry," So, what, It’d be better if the people were corn?"
Rick," Jerry, you don’t get it. This is infinite TV, from infinite universes. Look. [changes channel]"
Rick," A movie about a guy eating shit. [changes channel, various people are fighting on TV] A violent Antiques Show… [changes channel]"
Rick, Letterman from a time line where Jerry’s famous. [changes channel]
Jerry, Wait!
Beth, What in the hell?
Rick, I agree. Where’s this going?
Jerry," No, the other thing! Go back!"
Rick," Really? All right, fine."
Rick," All right, Jerry, when you’re right, you’re right. Now I’m hooked."
Rick," Amazing. A dimension where all proper nouns begin with ""Schmla""."
Rick," All right, that got that actually got old pretty quick."
Jerry," [sighs] Rick, would you please go back to me on David Letterman?"
Rick," [flipping through the channels] Infinity’s a big number, Jerry. I don’t remember the channel."
Beth," Go back, go back!"
Rick, Jeez. [changes channel]
Summer," Oh my God! Dad’s in ""Cloud Atlas""!"
Jerry," I’m in ""Cloud Atlas""! What’s ""Cloud Atlas""?"
Beth, How is this possible?
Rick," Infinite time lines, infinite possibilities. Including a time line where Jerry’s a movie star. Look, you guys are getting excited about the wrong aspect of this device. Ju-- Wa-- Look at this. [changes channel]"
Rick," Now who wants to watch random, crazy TV shows from different dimensions a-a-and then who wants to narcissistically obsess about their alternate self?"
Rick," [sighs] Here. [stands, pulling an ocular device from his coat] These scan your retinas, and let you view parallel time lines through genetically matching versions of your eyes. [throws the device into the kitchen] Go fetch!"
Beth and Summer, [at the same time] Yes! This is so cool! Ladies First!
Rick," I’m proud of you, Morty."
Morty," Hey man, I don’t give a crap about myself, Rick. Let’s watch some crazy stuff, yo!"
Beth, Are we sure we want to do this? Look at our own alternate lives?
Jerry, You’re right. Maybe we should just play Yahtzee-- [grabs the device] Give me those! [turns switch]
Beth, What do you see?
Jerry, Whiteness… Pure whiteness.
Jerry," Whoa! I love doing cocaine with you too, Johnny Depp!"
Beth," [sighs, taking the device] Haven’t we spent enough time on you? [turns switch] I’m performing surgery… but not on a horse, on a human!"
Jerry," That’s great, Beth! You always wanted to be a real surgeon."
Beth, [taking off device] I am a real surgeon.
Jerry," Ahh, uh-- Summer’s turn! [giving Summer the device]"
Summer, Finally! I don’t see anything.
Beth," Well, you should select a different timeline, I mean, if your father and I achieved our dreams, there’s a chance you weren’t even born-- That came out wrong, that came out '‘very wrong."
Summer," Fine, I’ll find a world where you bothered to have me. [turns switch a few times] We’re playing Yahtzee."
 Coming this summer," Two brothers. In a van. And then a meteor hit. And they ran as fast as they could, from giant cat monsters. And then a giant tornado came and that’s when things got knocked into 12th gear."
 In," Alien Invasion Tomato Monster Mexican Armada Brothers, Who Are Just Regular Brothers, Running In a van from an Asteroid and All Sorts of Things THE MOVIE! Hold on, there’s more! Old women are coming, and they’re also in the movie, and they’re gonna come, and cross attack these two brothers. But let’s get back to the brothers, because they’re-- they have a strong bond. You don’t want to know about it here, but I’ll tell you one thing: The moon it comes crashing into Earth. And what do you do then? It’s two brothers and--and th-they’re It’s called Two brothers. Two brothers! [starts laughing] It’s just called Two Brothers."
Well now you know," you’d be a doctor. [circles finger] Whoop-dee-doo. You’d also be drinking wine, alone in a house full of exotic birds. And I’d be on DiCaprio’s yacht-- [holds up device] banging Kristen Stewart!"
th consecutive year, Bobby Moynihan!
meow, Weekend at Dead Cat Lady’s House 2.
Summer," Doesn’t matter. [winks at Morty, giving him a fistbump]"
Jerry," [defeated, quietly] Oh…"
 Breaking News, Academy Award-winning actor Jerry Smith is leading police on a slow-speed pursuit after suffering an apparent breakdown.
Jerry, Don’t even think about it.
Rick," Come on, Je- Are you kidding me, Jerry? It’s just a bunch of dumb tabloid crap."
Jerry," [taking then remote] It’s my life, and we’re watching it."
Jerry, Where the hell am I going?
Rick, [belch] What are you asking me for Jerry? [belch] I’m sitting here [belch] trying to figure out why the cops don’t just take you out. Th-- [belch] they’ve got a clear shot to your head. I can’t believe our tax dollars pay for this.
Rick, [rolls his eyes and takes the remote]
Summer," Yeah, I could go for some Ball Fondlers."
Morty," Yeah, Ball Fondlers."
Beth," So, the hamsters live inside the rectums of those people?"
Rick," [tired] Yeah, sweetie, they-- that’s where they live."
Jerry," Well, how does that work? I mean, do the butts look like little apartments inside?"
Morty," Yeah! And can they like, leave the butt, and like walk around on their own?"
Summer," Grandpa Rick, if they leave the butt, and the person wanders off, how would they find their butt person again?"
Rick," [angry] I don’t know, Summer! I can’t even hear the TV! [stands up, drawing his Portal Gun] All right, that’s it. We’re just gonna go there, so you idiots can ask your stupid questions all day."
Jerry, Ooh! Family vacation!
in, Rick and Morty Transcripts
Open," Smith kitchen, int. Rick, Jerry, Beth are eating breakfast. Rick is building a robot at the table. Jerry is playing Jerry’s Game]"
Morty Smith," Hey Rick, I have to make a project for the science fair this weekend. You think you could help me out?"
Rick Sanchez, Whatever.
Jerry," Well, um, traditionally science fairs are a father-son thing."
Rick," Well, scientifically, traditions are an idiot thing."
Beth," [typing on phone] Morty, I think it will be fun for you to work on a science project with your dad."
Morty," [putting away phone, clears throat] Yeah, dad, why don’t we do it together?"
Jerry," Yes! You backed the right horse on this one, son! We’ll get out the crayons, brew some coffee and knock this thing out in two or three days."
Butter robot, What is my purpose?
Rick, Pass the butter.
Rick, Thank you.
Morty, [sighs]
Summer," Dad, I need a ride to work."
Jerry, Maybe Rick can give you a ride. I’m helping Morty with science.
Rick, I’m busy.
Summer, Doing what?
Rick," Uh, anything else?"
Butter robot, What is my purpose?
Rick, You pass butter.
Butter robot, Oh my god.
Rick," Yeah, welcome to the club, pal."
Rick, Since when did you have a job?
Summer, Since last week. It’s part time at this little vintage thrift store. My boss is this really smart eccentric old man that treats me nice and values me.
Rick," Wee-ow, can’t wait to meet this fascinating character."
Summer, Please don’t.
Goldenfold, Oh… when did this stop being jamba juice?
Needful," I’ve just recently opened for business, Mr, um, Goldenfold."
Goldenfold, You know my name? That’s disarming.
Needful, I also know you long for female company.
Goldenfold," You know, it has been lonely since the divorce. Some voids can’t be filled with jamba juice."
Needful, This aftershave makes a man quite irresistible to women. Free of charge: one never pays here. Not with money.
Goldenfold, Nothing to read into there! Thanks!
Summer," Sorry I’m late, Mr. Needful. This is my grandpa Rick, he was just leaving."
Rick, (inspecting objects) Huh.
Needful," Tell me Rick, what do you desire?"
Rick," Eh, I make my own stuff. So what are you, like, the devil?"
Needful, What? Sorry?
Rick," I dunno, store comes out of nowhere, all the shit’s old and creepy; are you the devil? A demon? Leprechaun?"
Summer, Grandpa Rick!
Rick," Hey, I’m not judging. I just like to shoot straight. I’m a man of science."
Needful, Ahah. Then perhaps you could make use of this. [picks up microscope] This microscope reveals things beyond comprehension. Hahahaha.
Rick, Hahahahaha.
Summer," Grandpa, go home and drink!"
Jerry, Why don’t we do a model of the solar system? That’s what my dad did with me when I was your age.
Morty, Oh. Ok.
Jerry," You know, Rick’s in his lab making cyborgs and wormholes and all that weird stuff, but this is real science! A man and his boy, making planets! Hey, how ‘bout we use a ping-pong ball for Pluto, and then Jupiter-"
Morty," Uh, actually, I don’t think Pluto’s a planet."
Jerry," [laughing] Of course Pluto’s a planet, son, I learned that in the third grade."
Morty," Well, yeah, but, you know, they changed it."
Jerry," Morty, nobody changed the planets."
Morty," I just googled it. Uh, Pluto’s not a planet. They changed it in 2006."
Jerry," Yeah, I heard about that, Morty. And I disagree."
Morty, You… disagree?
Jerry," That’s right. It’s possible to disagree in science, Morty. Pluto was a planet, some committee of fancy assholes disagree, I disagreed back. Gimmie a ping-pong ball."
Morty," Um, ok, I just have to-"
Jerry, Go find Rick and go for my head about Pluto?
Morty, Gee-no! Geez! I just gotta go to the bathroom! Dayum!
Jerry, Oh. [coughs] Okay good. This is gonna be fun!
Rick," Hey, Morty, lemme ask you a question real quick. Does evil exist, and if so, can one detect and measure it?"
Morty, Um…
Rick," Rhetorical question Morty. The answer is yes, you just have to be a genius."
Rick, Your sister’s boss gave me a microscope that would have made me retarded.
Morty," Ooh, oh boy Rick, I don’t think you’re allowed to say that word, you know?"
Rick," Uh, Morty, I’m not disparaging the differently abled. I’m stating the fact that if I had used this microscope, it would have made me mentally retarded."
Morty," Okay, yeah, but I don’t think it’s about logic, Rick. I think the word’s just become a symbolic issue for powerful groups that feel like they’re doing the right thing."
Rick, Well that’s retarded.
Jerry, What are you guys talking about?
Rick, Apparently nothing.
Jerry," You asked him if Pluto’s a planet, didn’t you?"
Morty, No!
Rick, It’s not.
Jerry," Shut up, Rick."
Rick, Whoa.
Jerry," I don’t care what anyone says. If it can be a planet, it can be a planet again. Planet. Planet planet planet."
Rick," Stay scientific, Jerry."
Goldenfold, This aftershave made women want me but it also made me impotent!
Needful," A price for everything, Mr. Goldenfold. A price… for everything! Muahahahaha!"
Goldenfold, (crying) Oh my god! How can I not see this coming? My lust! My greed! I deserve thi-
Rick, This serum should counteract the negative effects.
Goldenfold," [looking into own pants] Holy cats! Ladies, let’s get out of here."
Rick, [giving back microscope] Here. You can have this back.
Needful, You didn’t use it?
Rick," Sure I did. To develop this. It detects and catalogues all your Twilight Zone Ray Bradbury Friday the 13th of series voodoo crap magic. I thought you might want it so you didn’t accidentally sell anybody, say, [scans] a typewriter that generates best-selling murder mysteries, then makes the murders happen in real life? Oooh."
Needful, Be quiet!
Rick, Don’t you want to make sure people know what they’re getting? You’re not intentionally selling [scans] beauty cream that makes ugly ladies pretty but also makes them blind?
Needful, I find this all quite preposterous!
Rick," Oh, I say, good sir! Oh, harrumph, oh, oh, bobba-doppa-doopa-bo-bo. [scans animal fur scarf being tried on by customer] That’s beautiful, you know it’s going to be wearing you in three hours?"
Needful, Do I need to call the police?
Rick," Here, you can use my phone. Don’t worry, it won’t make you deaf because I’m not a hack."
Summer, Hey! No! Ugh!
Rick, Think you’re so great?
Summer, Stop it!
Summer," No! Stop! Hey, hey! Stop it right now!"
Summer," Grandpa Rick, I like working here!"
Rick, You work for the devil!
Summer, So what?
 Needful, So what?
Summer," Yes, so what if he’s the devil, Rick? At least the devil has a job. At least he’s active in the community. What do you do? You eat our food, and make gadgets. Buh bye."
Rick, Whoops.
Summer," I’m sorry Mr. Needful, I’ll clean that up. I don’t know what I can do about the ghost lady that came out of it, but…"
Needful," It’s fine. Summer, you know your grandfather’s right. This store curses people. That’s my business."
Summer," Well, yeah, fast food gives people diabetes and clothing stores have sweatshops. Is there a company hiring teenagers that isn’t evil? This is my first job. You’ve been nice to me, Mr. Needful. You respect me."
Needful," Please, call me the devil."
Summer," I’d rather not, actually."
Needful," Yes, perhaps not during business hours."
Jerry," I told you, I want to file a declaration that Pluto is a planet! … Well, then my son’s going to fail his science class, and when that happens, I’m suing you first! [hangs up] I think I know what the A in NASA stands for."
Morty," Dad, what’s your endgame?"
Jerry," Ain’t no game, sucka."
Morty, Why don’t we just make the solar system with eight planets? It’s even easier!
Jerry," Sure, sure, and why don’t we just burn Galileo at the stake for saying the sun is round? Science isn’t always easy, Morty!"
 Morty," Whoa, whoa! Whoa!"
Jerry, What the hell?
Flippynips," I’m King Flippynips, ruler of Pluto!"
Flippynips, We discovered you quite by accident during routine surveillance of your world. You really gave it to those guys at NASA!
Jerry, I was… you know… sometimes science is about conviction.
Flippynips, I’d like to introduce you to a few people that very much agree with you.
Jerry, Oh. I…
Flippynips," Plutonians! Jerry Smith is a scientist from Earth where he’s creating a model of our solar system! Jerry, tell Pluto about your decision!"
Jerry, Pluto… is a planet.
Flippynips," Pluto’s a fucking planet, bitch!"
Morty," [to himself] Oh man, this is definitely gonna go to his head."
Needful," If it’s athletic prowess you desire, principal Vagina, I might-"
Vagina, [taking ball] I’ll take it!
Needful, But I haven’t even-
Vagina," Thank you very very much, great store, great place, bye."
Needful," Huh. Okay. I must say, Summer, I thought your grandfather’s outburst would have disrupted business, but this is the best weekend I’ve had since Salem!"
Summer, Nice! Wholesome delight for lunch?
Needful, Is that the vegan place?
Summer," Yeah, I love their soup."
Needful, I’m kind of souped out.
Needful," Mrs. Tate, is it? What do you desire?"
Needful," Whoa, whoa, slow down, honey!"
Tate," Oh, is there a limit? Everything’s free, right?"
Summer, Let’s just say… you don’t pay with money. [laughing]
Needful, [laughing] That was perfect.
Tate," You pay with the curses, right?"
Needful," Um, I… well-"
Needful, But Mrs. Tate! Why do you want cursed items?
Tate," Well, I’m going to get the curses removed. At curse purge plus. You know, the guy on TV?"
Needful, What?
Needful, First… and…
Needful, Diabolical son of a mother-
Hostess," We’re back on Good Morning Pluto, and a very good morning it is for our guest, Earth scientist Jerry Smith, who is making headlines with his bold announcement that is, what Jerry?"
Jerry, Pluto is a planet.
Host, [laughing] How about that?
Hostess, Wow. I love it!
Scroopy Noopers, Morty Smith. I’m Scroopy Noopers. I’m a scientist. Can I show you something?
Morty, Uh… I’d better not.
Scroopy Noopers, [pulling out a gun] Right now.
Scroopy Noopers," The centre of Pluto, Mr. Smith, is made up of a substance called plutonium. Mines like these suck Plutonium up to the cities, where corporations use it to power everything, from diamond cars to golden showers. And the more we remove, the more Pluto shrinks."
Scroopy Noopers," There it goes again. Just shrank a little. But a few years ago, your scientists had noticed Pluto had gotten so small they couldn’t even call it a planet any more. Should have been our wake up call. But the rich plutonians won’t wake up. And they love your dad telling everyone Pluto’s a planet, because that means they can keep mining until Pluto goes from planet to asteroid to meteor, and finally, poof. [At the last word, he blows a handful of blue dust into the air]"
Morty, Um… A party?
Scroopy Noopers, Is everyone in your family an idiot?
Morty, For sure me and my dad are.
Scroopy Noopers," [sigh] Well, all you have to do is get him to admit that, and you could save four billion lives."
Morty," Uh, yeah, you know, the thing is… my dad’s really insecure."
Summer," Hm, funny. Mr Needful, out of everything in the store you’ll never guess what we couldn’t get rid of!"
Summer, Ah! Oh my god!
Summer, Oh my god. (using monkey paw) I wish this desk was lighter!
Summer, (using monkey paw) I wish this knot was looser!
Summer, Come on! I don’t… Augh! Wait! What am I doing? (using monkey paw) I wish I knew CPR!
Summer," One, two, three! One, two, three!"
Needful," [coughing] Ugh, Jesus. What a waste of a monkey paw."
Summer, Mr. Needful! How could you even think of doing something so horrible?
Needful," I’m the devil. What should I do when I fail, give myself an ice-cream?"
Summer, You haven’t failed.
Needful," People like Rick are making me obsolete. I mean seriously, I may be the devil but your grandpa is the devil! I just want to go back to hell where everybody thinks I’m smart and funny."
Summer," No! It’s not fair. Everyone in this town got something they wanted from you, even Rick! I was your only friend, and I get nothing?"
Needful," Okay, I’ll give you one thing. Name it."
Summer, I wanna help you.
Needful, Clever twist.
Summer," I learned from the best, you old fart. Now let’s go get you hydrated."
Rick," Looks like we’ve got… haunted boxing gloves that will make you the heavyweight champion, in 1936 and then you’ll be trapped there winning the same fight for eternity. I can take out the eternity, and the padding, and then you’ll have some time travelling mittens."
Rick," Oh, look, it’s Rosemary’s baby! How’s business?"
Summer, Here’s the last of our inventory. We’re going to file chapter 11 and do some restructuring.
Rick," Sounds like code for ‘You win, Rick!’"
Summer," That was important to you, wasn’t it?"
